0,111,3,4449
0,1155,1,6679
0,1161,1,6673
0,1793,4,281
0,1796,4,278
0,1812,4,298
0,1813,4,297
0,1829,4,315
0,1830,4,314
0,2040,4,1096
0,2088,4,1048
0,2255,4,1266
0,2258,4,1263
0,2335,4,2752
0,2346,4,2741
0,2389,1,1964
0,2390,1,1965
0,2404,1,1949
0,2490,1,1867
0,2499,1,1878
0,2389,1,2040
0,2390,1,2039
0,2488,1,2141
0,2491,1,2138
0,2389,3,530
0,2390,3,531
0,2404,3,515
0,2490,3,433
0,2499,3,444
0,2389,3,606
0,2390,3,605
0,2488,3,707
0,2491,3,704
0,2389,4,2796
0,2390,4,2795
0,2488,4,2897
0,2491,4,2894
0,2515,4,2923
0,2517,4,2921
0,2522,4,2933
0,2527,4,2928
0,2749,1,1585
0,3039,1,784
0,3040,1,783
0,3095,1,863
0,3118,1,840
0,3239,1,987
0,3242,1,984
0,3096,1,1251
0,3103,1,1236
0,3109,1,1241
0,3109,1,1242
0,3115,1,1232
0,3126,1,1220
0,3134,1,1207
0,3178,1,1163
0,3239,1,1101
0,3242,1,1104
0,3356,1,984
0,3359,1,987
0,3356,1,1104
0,3359,1,1101
0,4790,1,3521
0,4790,2,10
0,4811,1,3500
0,4904,1,5006
0,4912,1,4997
0,4977,1,5002
0,5139,2,339
0,5140,2,338
0,5345,2,584
0,5351,2,552
0,5352,2,564
0,5353,2,550
0,5357,2,561
0,5359,2,559
0,5360,2,558
0,5362,2,556
0,5365,2,551
0,5385,2,544
0,5431,2,632
0,5433,2,630
0,5450,2,650
0,5451,2,649
0,5573,2,790
0,5591,2,772
1,1585,3,965
1,1810,3,403
1,1837,3,376
1,1855,3,426
1,1860,3,421
1,1905,3,472
1,1906,3,471
1,1926,3,502
1,1936,3,492
1,1948,3,515
1,1949,3,514
1,1964,3,531
1,1965,3,530
1,1867,3,706
1,1878,3,715
1,1949,3,620
1,1964,3,605
1,1965,3,606
1,1867,4,2896
1,1878,4,2905
1,1924,4,2832
1,1949,4,2810
1,1964,4,2795
1,1965,4,2796
1,2039,3,530
1,2040,3,531
1,2054,3,515
1,2140,3,433
1,2149,3,444
1,2039,3,606
1,2040,3,605
1,2138,3,707
1,2141,3,704
1,2039,4,2796
1,2040,4,2795
1,2138,4,2897
1,2141,4,2894
1,2854,2,2375
1,2949,2,2279
1,2950,2,2278
1,2951,2,2277
1,2952,2,2276
1,3059,2,2177
1,3150,2,2088
1,3223,2,2019
1,3246,2,1996
1,3252,2,1915
1,3253,2,1917
1,3323,2,1920
1,3323,3,3328
1,3500,2,10
1,4997,2,111
1,5002,2,176
1,5006,2,103
1,5244,2,1914
1,5246,2,1912
1,5253,2,1930
1,5258,2,1928
1,5260,2,1926
1,5262,2,1921
1,5252,3,1889
1,5244,3,3322
1,5246,3,3320
1,5253,3,3338
1,5258,3,3336
1,5260,3,3334
1,5262,3,3329
1,5345,3,3430
1,5354,3,3421
1,5416,3,3576
1,5417,3,3579
1,5484,3,3561
1,5485,3,3560
1,5486,3,3584
1,5500,3,3492
1,5503,3,3493
1,5508,3,3562
1,6093,2,6000
1,6094,2,6006
1,6104,2,6016
1,6110,2,6017
1,6287,2,5813
1,6093,2,6099
1,6094,2,6093
1,6104,2,6083
1,6110,2,6082
1,6401,2,5699
1,7534,4,784
2,1915,3,1818
2,1917,3,1819
2,1920,3,1889
2,1996,3,1812
2,1912,3,3322
2,1914,3,3320
2,1921,3,3338
2,1926,3,3336
2,1928,3,3334
2,1930,3,3329
2,2019,3,1789
2,2088,3,1716
2,2177,3,1625
2,2276,3,1518
2,2277,3,1517
2,2278,3,1516
2,2279,3,1515
2,2375,3,1420
2,2744,4,1640
2,2768,4,1621
2,2787,4,1609
2,2812,4,1579
2,2793,4,2462
2,2810,4,2445
2,2914,4,1464
2,2958,4,1422
2,2972,4,1406
2,3535,4,2624
2,3546,4,2615
2,3552,4,2610
2,3605,4,2566
2,6479,3,4153
2,6480,3,4152
2,7158,3,4564
2,7159,3,4563
2,7160,3,4566
2,7161,3,4565
2,7215,3,4626
2,7221,3,4620
3,36,4,3162
3,113,4,3206
3,122,4,3215
3,166,4,3292
3,226,4,3191
3,264,4,3003
3,272,4,2883
3,283,4,3037
3,337,4,2988
3,419,4,3050
3,433,4,2896
3,444,4,2905
3,490,4,2832
3,515,4,2810
3,530,4,2795
3,531,4,2796
3,605,4,2796
3,606,4,2795
3,704,4,2897
3,707,4,2894
